Product N,Medication Code,Product Name,Sub Category 1,Sub Category 2,Product ID,Formulation,Strength,Base Rate,NHIA App,NHIA Claim Co-Payment,Claim Amount,NHIA Claim,Bill Effective,Insurance Covered,Is Active
Quinine Dihydrochloride Injection 300mg/Ml In 2mls (QUINININ1 | Quinine Dihydrochloride Injection 300mg/Ml In 2mls),QUINININ1,Quinine Dihydrochloride Injection 300mg/Ml In 2mls,4,Pharmacy,465,Injection,300 mg/mL in 2 mL,2.14,,0,4.68,,1/3/2025,yes,TRUE
Quinine Injection 300mg (QUININTA1 | Quinine Injection 300mg),QUININTA1,Quinine Injection 300mg,4,Pharmacy,467,Tablet,300 mg,1.5,,0,1.47,,1/3/2025,yes,TRUE
RAIN COAT (NA | NA) (1191 | RAIN COAT (NA | NA)),1191,RAIN COAT (NA | NA),9,Non-Drug Consumables,1191,,,0,,0,,,,no,TRUE
Ramipril  (5 mg) (RAMIPRTA2 | Ramipril ),RAMIPRTA2,Ramipril  (5 mg) (RAMIPRTA2 | Ramipril ),4,Pharmacy,469,Tablet,5 mg,0,,0,1.22,,1/3/2025,yes,TRUE
Ramipril  (RAMIPRTA1 | Ramipril ),RAMIPRTA1,Ramipril  (RAMIPRTA1 | Ramipril ),4,Pharmacy,468,Tablet,2.5 mg,0,,0,1.01,,1/3/2025,yes,TRUE
Ranitidine  (RANITITA1 | Ranitidine ),RANITITA1,Ranitidine  (RANITITA1 | Ranitidine ),4,Pharmacy,470,Tablet,150 mg,0,,0,1.99,,1/3/2025,yes,TRUE
RANITIDINE (50mg) (M000587 | RANITIDINE),M000587,RANITIDINE (50mg) (M000587 | RANITIDINE),4,Pharmacy,587,Injection,50mg,0,,0,,,,no,TRUE
READERS (NA | READERS) (1062 | READERS (NA | READERS)),1062,READERS (NA | READERS),11,Non-Consumables,1062,,,0,,0,,,,no,TRUE
REBREATHING BAG 0.5L MEDIUM (NA | REBREATHING BAG 0.5L MEDIUM) (810 | REBREATHING BAG 0.5L MEDIUM (NA | REBREATHING BAG 0.5L MEDIUM)),810,REBREATHING BAG 0.5L MEDIUM (NA | REBREATHING BAG 0.5L MEDIUM),9,Non-Drug Consumables,810,,,0,,0,,,,no,TRUE
REBREATHING BAG 1.0L MEDIUM (NA | REBREATHING BAG 1.0L MEDIUM) (811 | REBREATHING BAG 1.0L MEDIUM (NA | REBREATHING BAG 1.0L MEDIUM)),811,REBREATHING BAG 1.0L MEDIUM (NA | REBREATHING BAG 1.0L MEDIUM),9,Non-Drug Consumables,811,,,0,,0,,,,no,TRUE
REBREATHING BAG 1.5L LARGE (NA | REBREATHING BAG 1.5L LARGE) (812 | REBREATHING BAG 1.5L LARGE (NA | REBREATHING BAG 1.5L LARGE)),812,REBREATHING BAG 1.5L LARGE (NA | REBREATHING BAG 1.5L LARGE),9,Non-Drug Consumables,812,,,0,,0,,,,no,TRUE
REBREATHING BAG 2.0L LARGE (NA | REBREATHING BAG 2.0L LARGE) (813 | REBREATHING BAG 2.0L LARGE (NA | REBREATHING BAG 2.0L LARGE)),813,REBREATHING BAG 2.0L LARGE (NA | REBREATHING BAG 2.0L LARGE),9,Non-Drug Consumables,813,,,0,,0,,,,no,TRUE
RECHARGEABLE BULB (NA | NA) (1317 | RECHARGEABLE BULB (NA | NA)),1317,RECHARGEABLE BULB (NA | NA),12,Electricals,1317,,,0,,0,,,,no,TRUE
RECHARGEABLE TOUCH LIGHT (NA | RECHARGEABLE TOUCH LIGHT) (1063 | RECHARGEABLE TOUCH LIGHT (NA | RECHARGEABLE TOUCH LIGHT)),1063,RECHARGEABLE TOUCH LIGHT (NA | RECHARGEABLE TOUCH LIGHT),11,Non-Consumables,1063,,,0,,0,,,,no,TRUE
RECOVERY BED (NA | NA) (1119 | RECOVERY BED (NA | NA)),1119,RECOVERY BED (NA | NA),11,Non-Consumables,1119,,,0,,0,,,,no,TRUE
RED CABLE 1.5 (NA | RED CABLE 1.5) (1064 | RED CABLE 1.5 (NA | RED CABLE 1.5)),1064,RED CABLE 1.5 (NA | RED CABLE 1.5),11,Non-Consumables,1064,,,0,,0,,,,no,TRUE
RED CABLE 2.5 (NA | RED CABLE 2.5) (1065 | RED CABLE 2.5 (NA | RED CABLE 2.5)),1065,RED CABLE 2.5 (NA | RED CABLE 2.5),11,Non-Consumables,1065,,,0,,0,,,,no,TRUE
RED PEN (NA | RED PEN) (854 | RED PEN (NA | RED PEN)),854,RED PEN (NA | RED PEN),10,Stationery,854,,,0,,0,,,,no,TRUE
REFERAL BOOK (NA | REFERAL BOOK) (932 | REFERAL BOOK (NA | REFERAL BOOK)),932,REFERAL BOOK (NA | REFERAL BOOK),10,Stationery,932,,,0,,0,,,,no,TRUE
REFILL INK (NA | REFILL INK) (933 | REFILL INK (NA | REFILL INK)),933,REFILL INK (NA | REFILL INK),10,Stationery,933,,,0,,0,,,,no,TRUE
REFRIGERATOR (NA | NA) (1334 | REFRIGERATOR (NA | NA)),1334,REFRIGERATOR (NA | NA),9,Non-Drug Consumables,1334,,,0,,0,,,,no,TRUE
REFRIGERATOR THERMOMETER (NA | REFRIGERATOR THERMOMETER) (691 | REFRIGERATOR THERMOMETER (NA | REFRIGERATOR THERMOMETER)),691,REFRIGERATOR THERMOMETER (NA | REFRIGERATOR THERMOMETER),7,Laboratory Consumables,691,,,0,,0,,,,no,TRUE
RELEASE OF BODY FORM (NA | RELEASE OF BODY FORM) (934 | RELEASE OF BODY FORM (NA | RELEASE OF BODY FORM)),934,RELEASE OF BODY FORM (NA | RELEASE OF BODY FORM),10,Stationery,934,,,0,,0,,,,no,TRUE
RESUSCITATION KITS ADULT (NA | NA) (1103 | RESUSCITATION KITS ADULT (NA | NA)),1103,RESUSCITATION KITS ADULT (NA | NA),9,Non-Drug Consumables,1103,,,0,,0,,,,no,TRUE
RESUSCITATION KITS CHILD (NA | NA) (1104 | RESUSCITATION KITS CHILD (NA | NA)),1104,RESUSCITATION KITS CHILD (NA | NA),9,Non-Drug Consumables,1104,,,0,,0,,,,no,TRUE
Retinol  (RETSOFCA2 | Retinol ),RETSOFCA2,Retinol  (RETSOFCA2 | Retinol ),4,Pharmacy,471,Capsule,"200,000 IU",0,,0,0.24,,1/3/2025,yes,TRUE
REVOLVING STOOL (NA | REVOLVING STOOL) (1067 | REVOLVING STOOL (NA | REVOLVING STOOL)),1067,REVOLVING STOOL (NA | REVOLVING STOOL),11,Non-Consumables,1067,,,0,,0,,,,no,TRUE
RIBBON 4500e (NA | NA) (1392 | RIBBON 4500e (NA | NA)),1392,RIBBON 4500e (NA | NA),10,Stationery,1392,,,0,,0,,,,no,TRUE
Ringers Lactate Infusion 500ml (RINLACSO1 | Ringers Lactate Infusion 500ml),RINLACSO1,Ringers Lactate Infusion 500ml,4,Pharmacy,472,Infusion,500 mL,15,,1,13.1,,1/3/2025,yes,TRUE
Risperidone  (1 mg) (RISPERTA2 | Risperidone ),RISPERTA2,Risperidone  (1 mg) (RISPERTA2 | Risperidone ),4,Pharmacy,474,Tablet,1 mg,1.2,,0,1.31,,1/2/2023,yes,TRUE
Risperidone  (2 mg) (RISPERTA3 | Risperidone ),RISPERTA3,Risperidone  (2 mg) (RISPERTA3 | Risperidone ),4,Pharmacy,475,Tablet,2 mg,1,,0,1.56,,1/2/2023,yes,TRUE
Risperidone  (500 microgram) (RISPERTA1 | Risperidone ),RISPERTA1,Risperidone  (500 microgram) (RISPERTA1 | Risperidone ),4,Pharmacy,476,Tablet,500 microgram,1,,0,3.12,,1/2/2023,yes,TRUE
Risperidone  (RISPERLI1 | Risperidone ),RISPERLI1,Risperidone  (RISPERLI1 | Risperidone ),4,Pharmacy,473,Liquid,1 mg/mL,40,,0,3.84,,1/2/2023,yes,TRUE
Rituximab  (500mg/10ml) (RITUXIIN2 | Rituximab ),RITUXIIN2,Rituximab  (500mg/10ml) (RITUXIIN2 | Rituximab ),4,Pharmacy,478,Injection,500mg/10ml,0,,0,4428.86,,1/2/2023,yes,TRUE
Rituximab  (RITUXIIN1 | Rituximab ),RITUXIIN1,Rituximab  (RITUXIIN1 | Rituximab ),4,Pharmacy,477,Injection,100mg/10ml,0,,0,1349.57,,1/2/2023,yes,TRUE
ROOM THERMOMETER (NA | ROOM THERMOMETER) (692 | ROOM THERMOMETER (NA | ROOM THERMOMETER)),692,ROOM THERMOMETER (NA | ROOM THERMOMETER),7,Laboratory Consumables,692,,,0,,0,,,,no,TRUE
ROUTER VARIOUS (NA | ROUTER VARIOUS) (814 | ROUTER VARIOUS (NA | ROUTER VARIOUS)),814,ROUTER VARIOUS (NA | ROUTER VARIOUS),9,Non-Drug Consumables,814,,,0,,0,,,,no,TRUE
RULER PLASTIC (NA | RULER PLASTIC) (935 | RULER PLASTIC (NA | RULER PLASTIC)),935,RULER PLASTIC (NA | RULER PLASTIC),10,Stationery,935,,,0,,0,,,,no,TRUE
RYLES TUBE 10 (NA | RYLES TUBE 10) (815 | RYLES TUBE 10 (NA | RYLES TUBE 10)),815,RYLES TUBE 10 (NA | RYLES TUBE 10),9,Non-Drug Consumables,815,,,0,,0,,,,no,TRUE
RYLES TUBE 12 (NA | NA) (1206 | RYLES TUBE 12 (NA | NA)),1206,RYLES TUBE 12 (NA | NA),9,Non-Drug Consumables,1206,,,0,,0,,,,no,TRUE
RYLES TUBE 14 (NA | RYLES TUBE 14) (816 | RYLES TUBE 14 (NA | RYLES TUBE 14)),816,RYLES TUBE 14 (NA | RYLES TUBE 14),9,Non-Drug Consumables,816,,,0,,0,,,,no,TRUE
RYLES TUBE 18 (NA | RYLES TUBE 18) (817 | RYLES TUBE 18 (NA | RYLES TUBE 18)),817,RYLES TUBE 18 (NA | RYLES TUBE 18),9,Non-Drug Consumables,817,,,0,,0,,,,no,TRUE
RYLES TUBE 5 (NA | NA) (1209 | RYLES TUBE 5 (NA | NA)),1209,RYLES TUBE 5 (NA | NA),9,Non-Drug Consumables,1209,,,0,,0,,,,no,TRUE
RYLES TUBE 6 (NA | NA) (1208 | RYLES TUBE 6 (NA | NA)),1208,RYLES TUBE 6 (NA | NA),9,Non-Drug Consumables,1208,,,0,,0,,,,no,TRUE
RYLES TUBE 8 (NA | NA) (1210 | RYLES TUBE 8 (NA | NA)),1210,RYLES TUBE 8 (NA | NA),9,Non-Drug Consumables,1210,,,0,,0,,,,no,TRUE
RYLES TUBE I6 (NA | RYLES TUBE I6) (818 | RYLES TUBE I6 (NA | RYLES TUBE I6)),818,RYLES TUBE I6 (NA | RYLES TUBE I6),9,Non-Drug Consumables,818,,,0,,0,,,,no,TRUE
SAFETY BOX (NA | SAFETY BOX) (936 | SAFETY BOX (NA | SAFETY BOX)),936,SAFETY BOX (NA | SAFETY BOX),10,Stationery,936,,,0,,0,,,,no,TRUE
Salbutamol  (2 mg/5 mL) (SALBUTSY1 | Salbutamol ),SALBUTSY1,Salbutamol  (2 mg/5 mL) (SALBUTSY1 | Salbutamol ),4,Pharmacy,483,Syrup,2 mg/5 mL,0,,0,18.7,,1/3/2025,yes,TRUE
Salbutamol  (SALBUTGA1 | Salbutamol ),SALBUTGA1,Salbutamol  (SALBUTGA1 | Salbutamol ),4,Pharmacy,479,Inhaler,"100 microgram/metered dose, 200 doses",35,,0,49.5,,1/3/2025,yes,TRUE
Salbutamol Nebule 2.5mg/ml (SALBUTGA2 | Salbutamol Nebule 2.5mg/ml),SALBUTGA2,Salbutamol Nebule 2.5mg/ml,4,Pharmacy,480,Nebules,2.5 mg,12,,0,10.12,,1/3/2025,yes,TRUE
Salbutamol Tablet 4mg (M000588 | Salbutamol Tablet 4mg),M000588,Salbutamol Tablet 4mg,4,Pharmacy,588,0,4mg,0.25,,0,,,,no,TRUE
Salicylic Acid  (SALACIOI1 | Salicylic Acid ),SALACIOI1,Salicylic Acid  (SALACIOI1 | Salicylic Acid ),4,Pharmacy,484,Ointment,0.02,0,,0,18.7,,1/3/2025,yes,TRUE
SARS-COV-2 TESTING CARTRIDGES (NA | SARS-COV-2 TESTING CARTRIDGES) (693 | SARS-COV-2 TESTING CARTRIDGES (NA | SARS-COV-2 TESTING CARTRIDGES)),693,SARS-COV-2 TESTING CARTRIDGES (NA | SARS-COV-2 TESTING CARTRIDGES),7,Laboratory Consumables,693,,,0,,0,,,,no,TRUE
savlon (NA | NA) (1306 | savlon (NA | NA)),1306,savlon (NA | NA),6,Disinfectants,1306,,,0,,0,,,,no,TRUE
SAVLON (NA | SAVLON) (634 | SAVLON (NA | SAVLON)),634,SAVLON (NA | SAVLON),5,Consumables,634,,,26,,0,,,,no,TRUE
SB BIOLINE (NA | NA) (1390 | SB BIOLINE (NA | NA)),1390,SB BIOLINE (NA | NA),7,Laboratory Consumables,1390,,,0,,0,,,,no,TRUE
SCISSORS (NA | SCISSORS) (937 | SCISSORS (NA | SCISSORS)),937,SCISSORS (NA | SCISSORS),10,Stationery,937,,,0,,0,,,,no,TRUE
SCRUBING BRUSH (NA | SCRUBING BRUSH) (938 | SCRUBING BRUSH (NA | SCRUBING BRUSH)),938,SCRUBING BRUSH (NA | SCRUBING BRUSH),10,Stationery,938,,,0,,0,,,,no,TRUE
SCRUBS (NA | SCRUBS) (819 | SCRUBS (NA | SCRUBS)),819,SCRUBS (NA | SCRUBS),9,Non-Drug Consumables,819,,,0,,0,,,,no,TRUE
SD BIOLINE (NA | SD BIOLINE) (820 | SD BIOLINE (NA | SD BIOLINE)),820,SD BIOLINE (NA | SD BIOLINE),9,Non-Drug Consumables,820,,,0,,0,,,,no,TRUE
SD BIOLINE BUFFER 4ML (NA | NA) (1388 | SD BIOLINE BUFFER 4ML (NA | NA)),1388,SD BIOLINE BUFFER 4ML (NA | NA),7,Laboratory Consumables,1388,,,0,,0,,,,no,TRUE
Secnidazole Tab 500mg (SECNIDTA1 | Secnidazole Tab 500mg),SECNIDTA1,Secnidazole Tab 500mg,4,Pharmacy,485,Tablet,500 mg,9,,0,8.8,,1/3/2025,yes,TRUE
SECURITY BOOT (NA | SECURITY BOOT) (1068 | SECURITY BOOT (NA | SECURITY BOOT)),1068,SECURITY BOOT (NA | SECURITY BOOT),11,Non-Consumables,1068,,,0,,0,,,,no,TRUE
Selenium Sulphide Shampoo (SELSULSH1 | Selenium Sulphide Shampoo),SELSULSH1,Selenium Sulphide Shampoo (SELSULSH1 | Selenium Sulphide Shampoo),4,Pharmacy,486,Solution,0.025,0,,0,12.93,,1/3/2025,yes,TRUE
SELLOTAPE (NA | SELLOTAPE) (1069 | SELLOTAPE (NA | SELLOTAPE)),1069,SELLOTAPE (NA | SELLOTAPE),11,Non-Consumables,1069,,,0,,0,,,,no,TRUE
SEMI-ASSORTED FRAMES (NA | NA) (1396 | SEMI-ASSORTED FRAMES (NA | NA)),1396,SEMI-ASSORTED FRAMES (NA | NA),11,Non-Consumables,1396,,,0,,0,,,,no,TRUE
Sertraline  (50 mg) (SERTRATA1 | Sertraline ),SERTRATA1,Sertraline  (50 mg) (SERTRATA1 | Sertraline ),4,Pharmacy,488,Tablet,50 mg,0,,0,2.3,,1/2/2023,yes,TRUE
Sertraline  (SERTRATA2 | Sertraline ),SERTRATA2,Sertraline  (SERTRATA2 | Sertraline ),4,Pharmacy,487,Tablet,100 mg,0,,0,1.96,,1/2/2023,yes,TRUE
SERVERS SCREEN (NA | NA) (1271 | SERVERS SCREEN (NA | NA)),1271,SERVERS SCREEN (NA | NA),9,Non-Drug Consumables,1271,,,0,,0,,,,no,TRUE
SETHOSCOPE PAEDIATRIC (NA | NA) (1117 | SETHOSCOPE PAEDIATRIC (NA | NA)),1117,SETHOSCOPE PAEDIATRIC (NA | NA),11,Non-Consumables,1117,,,0,,0,,,,no,TRUE
Sevoflurane (Piramal) 250ml (M000589 | Sevoflurane (Piramal) 250ml),M000589,Sevoflurane (Piramal) 250ml,4,Pharmacy,589,Inhaler,,560,,0,,,,no,TRUE
SHOE COVER (NA | NA) (1192 | SHOE COVER (NA | NA)),1192,SHOE COVER (NA | NA),9,Non-Drug Consumables,1192,,,0,,0,,,,no,TRUE
SICKLING POWDER 25G (NA | NA) (1109 | SICKLING POWDER 25G (NA | NA)),1109,SICKLING POWDER 25G (NA | NA),7,Laboratory Consumables,1109,,,0,,0,,,,no,TRUE
SILICON CATHETER SIZE 10 -2WAY (NA | SILICON CATHETER SIZE 10 -2WAY) (821 | SILICON CATHETER SIZE 10 -2WAY (NA | SILICON CATHETER SIZE 10 -2WAY)),821,SILICON CATHETER SIZE 10 -2WAY (NA | SILICON CATHETER SIZE 10 -2WAY),9,Non-Drug Consumables,821,,,0,,0,,,,no,TRUE
SILICON CATHETER SIZE 14 -2WAY (NA | SILICON CATHETER SIZE 14 -2WAY) (822 | SILICON CATHETER SIZE 14 -2WAY (NA | SILICON CATHETER SIZE 14 -2WAY)),822,SILICON CATHETER SIZE 14 -2WAY (NA | SILICON CATHETER SIZE 14 -2WAY),9,Non-Drug Consumables,822,,,0,,0,,,,no,TRUE
SILICON CATHETER SIZE 8 -2WAY (NA | SILICON CATHETER SIZE 8 -2WAY) (823 | SILICON CATHETER SIZE 8 -2WAY (NA | SILICON CATHETER SIZE 8 -2WAY)),823,SILICON CATHETER SIZE 8 -2WAY (NA | SILICON CATHETER SIZE 8 -2WAY),9,Non-Drug Consumables,823,,,0,,0,,,,no,TRUE
Silver Sulphadiazine  (SILSULCR1 | Silver Sulphadiazine ),SILSULCR1,Silver Sulphadiazine  (SILSULCR1 | Silver Sulphadiazine ),4,Pharmacy,489,Cream,0.01,0,,0,26.4,,1/3/2025,yes,TRUE
Simple Linctus Bpc (SIMLINSY2 | Simple Linctus Bpc),SIMLINSY2,Simple Linctus Bpc,4,Pharmacy,491,0,,10,,1,7.54,,1/3/2025,yes,TRUE
Simple Linctus Syrup Bpc (Paediatric) (SIMLINSY1 | Simple Linctus Syrup Bpc (Paediatric)),SIMLINSY1,Simple Linctus Syrup Bpc (Paediatric),4,Pharmacy,490,Syrup,,9,,2,6.97,,1/3/2025,yes,TRUE
Simvastatin  (40 mg) (SIMVASTA3 | Simvastatin ),SIMVASTA3,Simvastatin  (40 mg) (SIMVASTA3 | Simvastatin ),4,Pharmacy,494,Tablet,40 mg,0,,0,1.27,,1/3/2025,yes,TRUE
Simvastatin  (SIMVASTA1 | Simvastatin ),SIMVASTA1,Simvastatin  (SIMVASTA1 | Simvastatin ),4,Pharmacy,492,Tablet,10 mg,0,,0,0.66,,1/3/2025,yes,TRUE
Simvastatin (20 mg) (SIMVASTA2 | Simvastatin),SIMVASTA2,Simvastatin (20 mg) (SIMVASTA2 | Simvastatin),4,Pharmacy,493,Tablet,20 mg,0,,0,1.02,,1/3/2025,yes,TRUE
Simvastatin (80 mg) (SIMVASTA4 | Simvastatin),SIMVASTA4,Simvastatin (80 mg) (SIMVASTA4 | Simvastatin),4,Pharmacy,495,Tablet,80 mg,0,,0,1.8,,1/2/2023,yes,TRUE
single channel pipette(0.5-10ul) (NA | NA) (1310 | single channel pipette(0.5-10ul) (NA | NA)),1310,single channel pipette(0.5-10ul) (NA | NA),7,Laboratory Consumables,1310,,,0,,0,,,,no,TRUE
single channel pipette(5-50ul) (NA | NA) (1309 | single channel pipette(5-50ul) (NA | NA)),1309,single channel pipette(5-50ul) (NA | NA),7,Laboratory Consumables,1309,,,0,,0,,,,no,TRUE
SINGLE VISION LENSES (NA | SINGLE VISION LENSES) (1070 | SINGLE VISION LENSES (NA | SINGLE VISION LENSES)),1070,SINGLE VISION LENSES (NA | SINGLE VISION LENSES),11,Non-Consumables,1070,,,300,,0,,,,no,TRUE
SOAP BASE (NA | SOAP BASE) (1071 | SOAP BASE (NA | SOAP BASE)),1071,SOAP BASE (NA | SOAP BASE),11,Non-Consumables,1071,,,0,,0,,,,no,TRUE
Sodium Bicarbonate  (SODBICIN1 | Sodium Bicarbonate ),SODBICIN1,Sodium Bicarbonate  (SODBICIN1 | Sodium Bicarbonate ),4,Pharmacy,496,Injection,8.4% in 10 mL,0,,0,50.05,,1/3/2025,yes,TRUE
SODIUM CARBONATE (SODA ASH) (NA | SODIUM CARBONATE (SODA ASH)) (1072 | SODIUM CARBONATE (SODA ASH) (NA | SODIUM CARBONATE (SODA ASH))),1072,SODIUM CARBONATE (SODA ASH) (NA | SODIUM CARBONATE (SODA ASH)),11,Non-Consumables,1072,,,0,,0,,,,no,TRUE
Sodium Chloride Infusion 0.9% 500ml (SODCHLIN3 | Sodium Chloride Infusion 0.9% 500ml),SODCHLIN3,Sodium Chloride Infusion 0.9% 500ml,4,Pharmacy,498,Infusion,0.9% 500 mL,15,,0,14.37,,1/3/2025,yes,TRUE
Sodium Chloride Nasal Drops 0.9% (SODCHLND1 | Sodium Chloride Nasal Drops 0.9%),SODCHLND1,Sodium Chloride Nasal Drops 0.9%,4,Pharmacy,499,Drops,,7,,0,6.6,,1/3/2025,yes,TRUE
Sodium Cromoglycate Eye Drops 4% (M000590 | Sodium Cromoglycate Eye Drops 4%),M000590,Sodium Cromoglycate Eye Drops 4%,4,Pharmacy,590,0,0.02 in 10mls,20,,0,,,,no,TRUE
SODIUM METABISULPHATE (NA | SODIUM METABISULPHATE) (694 | SODIUM METABISULPHATE (NA | SODIUM METABISULPHATE)),694,SODIUM METABISULPHATE (NA | SODIUM METABISULPHATE),7,Laboratory Consumables,694,,,0,,0,,,,no,TRUE
Sodium Valproate  (200 mg/5 Ml) (SODVALSY1 | Sodium Valproate ),SODVALSY1,Sodium Valproate  (200 mg/5 Ml) (SODVALSY1 | Sodium Valproate ),4,Pharmacy,502,Syrup,200 mg/5 Ml,0,,0,165.36,,1/2/2023,yes,TRUE
Sodium Valproate  (SODVALCA1 | Sodium Valproate ),SODVALCA1,Sodium Valproate  (SODVALCA1 | Sodium Valproate ),4,Pharmacy,501,Capsule,200 mg,0,,0,2.34,,1/2/2023,yes,TRUE
SODIUM VALPROATE () (M000668 | sodium valproate),M000668,SODIUM VALPROATE () (M000668 | sodium valproate),4,Pharmacy,1249,Tablet,,0,,0,,,,no,TRUE
Sodium Valproate Capsule 200mg (SODVALTA1 | Sodium Valproate Capsule 200mg),SODVALTA1,Sodium Valproate Capsule 200mg,4,Pharmacy,503,Tablet,200 mg,0,,0,3.34,,1/2/2023,yes,TRUE
Sodium Valproate Capsule Sr 500mg (SODVALCA2 | Sodium Valproate Capsule Sr 500mg),SODVALCA2,Sodium Valproate Capsule Sr 500mg,4,Pharmacy,500,Capsule,500 mg SR,2,,0,6.2,,1/2/2023,yes,TRUE
Soluble Insulin 100iu (INSSOLIN1 | Soluble Insulin 100iu),INSSOLIN1,Soluble Insulin 100iu,4,Pharmacy,315,Injection,100 units/mL in 10 mL,95,,20,80.87,,1/3/2025,yes,TRUE
Soothing Agent + Local Anaesthetic  () (SOOANARE1 | Soothing Agent + Local Anaesthetic ),SOOANARE1,Soothing Agent + Local Anaesthetic  () (SOOANARE1 | Soothing Agent + Local Anaesthetic ),4,Pharmacy,507,Suppository,,0,,0,6.93,,1/3/2025,yes,TRUE
Soothing Agent + Local Anaesthetic  (SOOANAOI1 | Soothing Agent + Local Anaesthetic ),SOOANAOI1,Soothing Agent + Local Anaesthetic  (SOOANAOI1 | Soothing Agent + Local Anaesthetic ),4,Pharmacy,506,Ointment,,0,,0,42.46,,1/3/2025,yes,TRUE
Soothing Agent + Local Anaesthetic + Steroid  () (SOANSTRE1 | Soothing Agent + Local Anaesthetic + Steroid ),SOANSTRE1,Soothing Agent + Local Anaesthetic + Steroid  () (SOANSTRE1 | Soothing Agent + Local Anaesthetic + Steroid ),4,Pharmacy,505,Suppository,,0,,0,7.7,,1/3/2025,yes,TRUE
Soothing Agent + Local Anaesthetic + Steroid  (SOANSTOI1 | Soothing Agent + Local Anaesthetic + Steroid ),SOANSTOI1,Soothing Agent + Local Anaesthetic + Steroid  (SOANSTOI1 | Soothing Agent + Local Anaesthetic + Steroid ),4,Pharmacy,504,Ointment,,0,,0,85.8,,1/3/2025,yes,TRUE
SPINAL NEEDLE (NA | NA) (1302 | SPINAL NEEDLE (NA | NA)),1302,SPINAL NEEDLE (NA | NA),9,Non-Drug Consumables,1302,,,0,,0,,,,no,TRUE
spinal needle 25g (NA | NA) (1304 | spinal needle 25g (NA | NA)),1304,spinal needle 25g (NA | NA),10,Stationery,1304,,,0,,0,,,,no,TRUE
SPINAL NEEDLE 25G (NA | SPINAL NEEDLE 25G) (824 | SPINAL NEEDLE 25G (NA | SPINAL NEEDLE 25G)),824,SPINAL NEEDLE 25G (NA | SPINAL NEEDLE 25G),9,Non-Drug Consumables,824,,,0,,0,,,,no,TRUE
SPINAL NEEDLE 26G (NA | SPINAL NEEDLE 26G) (825 | SPINAL NEEDLE 26G (NA | SPINAL NEEDLE 26G)),825,SPINAL NEEDLE 26G (NA | SPINAL NEEDLE 26G),9,Non-Drug Consumables,825,,,0,,0,,,,no,TRUE
SPIRIT (NA | SPIRIT) (649 | SPIRIT (NA | SPIRIT)),649,SPIRIT (NA | SPIRIT),6,Disinfectants,649,,,0,,0,,,,no,TRUE
Spironolactone Tablet 25 mg (SPIRONTA1 | Spironolactone Tablet 25 mg),SPIRONTA1,Spironolactone Tablet 25 mg,4,Pharmacy,508,Tablet,25 mg,1.5,,0,1.1,,1/3/2025,yes,TRUE
SPLASH AGENT (NA | SPLASH AGENT) (650 | SPLASH AGENT (NA | SPLASH AGENT)),650,SPLASH AGENT (NA | SPLASH AGENT),6,Disinfectants,650,,,0,,0,,,,no,TRUE
SPRAYING MACHINE (NA | SPRAYING MACHINE) (1074 | SPRAYING MACHINE (NA | SPRAYING MACHINE)),1074,SPRAYING MACHINE (NA | SPRAYING MACHINE),11,Non-Consumables,1074,,,0,,0,,,,no,TRUE
SPUTUM CONTAINERS (NA | NA) (1222 | SPUTUM CONTAINERS (NA | NA)),1222,SPUTUM CONTAINERS (NA | NA),7,Laboratory Consumables,1222,,,0,,0,,,,no,TRUE
SPUTUM REQUEST FORMS (NA | SPUTUM REQUEST FORMS) (939 | SPUTUM REQUEST FORMS (NA | SPUTUM REQUEST FORMS)),939,SPUTUM REQUEST FORMS (NA | SPUTUM REQUEST FORMS),10,Stationery,939,,,0,,0,,,,no,TRUE
STABULIZER (NA | NA) (1370 | STABULIZER (NA | NA)),1370,STABULIZER (NA | NA),9,Non-Drug Consumables,1370,,,0,,0,,,,no,TRUE
STADIOMETER (HEIGHT) (NA | NA) (1270 | STADIOMETER (HEIGHT) (NA | NA)),1270,STADIOMETER (HEIGHT) (NA | NA),9,Non-Drug Consumables,1270,,,0,,0,,,,no,TRUE
STAMP PAD (NA | STAMP PAD) (855 | STAMP PAD (NA | STAMP PAD)),855,STAMP PAD (NA | STAMP PAD),10,Stationery,855,,,0,,0,,,,no,TRUE
STANDARD BED (VARIOUS) (NA | STANDARD BED (VARIOUS)) (826 | STANDARD BED (VARIOUS) (NA | STANDARD BED (VARIOUS))),826,STANDARD BED (VARIOUS) (NA | STANDARD BED (VARIOUS)),9,Non-Drug Consumables,826,,,0,,0,,,,no,TRUE
STAPLE MACHINE L/S (NA | STAPLE MACHINE L/S) (940 | STAPLE MACHINE L/S (NA | STAPLE MACHINE L/S)),940,STAPLE MACHINE L/S (NA | STAPLE MACHINE L/S),10,Stationery,940,,,0,,0,,,,no,TRUE
STAPLE PINS (NA | STAPLE PINS) (856 | STAPLE PINS (NA | STAPLE PINS)),856,STAPLE PINS (NA | STAPLE PINS),10,Stationery,856,,,0,,0,,,,no,TRUE
STETHOSCOPE ADULT (NA | NA) (1212 | STETHOSCOPE ADULT (NA | NA)),1212,STETHOSCOPE ADULT (NA | NA),9,Non-Drug Consumables,1212,,,0,,0,,,,no,TRUE
