Product N,Medication Code,Product Name,Sub Category 1,Sub Category 2,Product ID,Formulation,Strength,Base Rate,NHIA App,NHIA Claim Co-Payment,Claim Amount,NHIA Claim,Bill Effective,Insurance Covered,Is Active
STETHOSCOPE CHILD (NA | STETHOSCOPE CHILD) (827 | STETHOSCOPE CHILD (NA | STETHOSCOPE CHILD)),827,STETHOSCOPE CHILD (NA | STETHOSCOPE CHILD),9,Non-Drug Consumables,827,,,0,,0,,,,no,TRUE
STICK PAD (NA | STICK PAD) (941 | STICK PAD (NA | STICK PAD)),941,STICK PAD (NA | STICK PAD),10,Stationery,941,,,0,,0,,,,no,TRUE
STOOL CONTAINER (NA | STOOL CONTAINER) (696 | STOOL CONTAINER (NA | STOOL CONTAINER)),696,STOOL CONTAINER (NA | STOOL CONTAINER),7,Laboratory Consumables,696,,,0,,0,,,,no,TRUE
STOP CLOCK (DIGITAL TIMER) (NA | STOP CLOCK (DIGITAL TIMER)) (828 | STOP CLOCK (DIGITAL TIMER) (NA | STOP CLOCK (DIGITAL TIMER))),828,STOP CLOCK (DIGITAL TIMER) (NA | STOP CLOCK (DIGITAL TIMER)),9,Non-Drug Consumables,828,,,0,,0,,,,no,TRUE
STORES ISSUE & RECEIPT VOUCHER (NA | STORES ISSUE & RECEIPT VOUCHER) (942 | STORES ISSUE & RECEIPT VOUCHER (NA | STORES ISSUE & RECEIPT VOUCHER)),942,STORES ISSUE & RECEIPT VOUCHER (NA | STORES ISSUE & RECEIPT VOUCHER),10,Stationery,942,,,0,,0,,,,no,TRUE
STRECTHER (NA | STRECTHER) (1075 | STRECTHER (NA | STRECTHER)),1075,STRECTHER (NA | STRECTHER),11,Non-Consumables,1075,,,0,,0,,,,no,TRUE
STREET LIGHT (NA | STREET LIGHT) (1076 | STREET LIGHT (NA | STREET LIGHT)),1076,STREET LIGHT (NA | STREET LIGHT),11,Non-Consumables,1076,,,0,,0,,,,no,TRUE
"Streptokinase  (250,000 unit-vial) (STREPTIN2 | Streptokinase )",STREPTIN2,"Streptokinase  (250,000 unit-vial) (STREPTIN2 | Streptokinase )",4,Pharmacy,511,Injection,"250,000 unit-vial",0,,0,77,,1/2/2023,yes,TRUE
"Streptokinase  (750,000 unit-vial) (STREPTIN3 | Streptokinase )",STREPTIN3,"Streptokinase  (750,000 unit-vial) (STREPTIN3 | Streptokinase )",4,Pharmacy,512,Injection,"750,000 unit-vial",0,,0,164.7,,1/2/2023,yes,TRUE
Streptokinase  (STREPTIN1 | Streptokinase ),STREPTIN1,Streptokinase  (STREPTIN1 | Streptokinase ),4,Pharmacy,510,Injection,"100,000 unit-vial",0,,0,216,,1/2/2023,yes,TRUE
STROTOMALYZER (NA | STROTOMALYZER) (697 | STROTOMALYZER (NA | STROTOMALYZER)),697,STROTOMALYZER (NA | STROTOMALYZER),7,Laboratory Consumables,697,,,0,,0,,,,no,TRUE
SUCTION BOTTLE (NA | SUCTION BOTTLE) (1077 | SUCTION BOTTLE (NA | SUCTION BOTTLE)),1077,SUCTION BOTTLE (NA | SUCTION BOTTLE),11,Non-Consumables,1077,,,0,,0,,,,no,TRUE
SUCTION CATHETER 10 (NA | NA) (1194 | SUCTION CATHETER 10 (NA | NA)),1194,SUCTION CATHETER 10 (NA | NA),9,Non-Drug Consumables,1194,,,0,,0,,,,no,TRUE
SUCTION CATHETER 16 (NA | NA) (1193 | SUCTION CATHETER 16 (NA | NA)),1193,SUCTION CATHETER 16 (NA | NA),9,Non-Drug Consumables,1193,,,0,,0,,,,no,TRUE
SUCTION MACHINE (NA | SUCTION MACHINE) (829 | SUCTION MACHINE (NA | SUCTION MACHINE)),829,SUCTION MACHINE (NA | SUCTION MACHINE),9,Non-Drug Consumables,829,,,0,,0,,,,no,TRUE
SUCTION OUTLET TUBE 150CM (NA | SUCTION OUTLET TUBE 150CM) (830 | SUCTION OUTLET TUBE 150CM (NA | SUCTION OUTLET TUBE 150CM)),830,SUCTION OUTLET TUBE 150CM (NA | SUCTION OUTLET TUBE 150CM),9,Non-Drug Consumables,830,,,0,,0,,,,no,TRUE
Sulfasalazine  (SULFASTA1 | Sulfasalazine ),SULFASTA1,Sulfasalazine  (SULFASTA1 | Sulfasalazine ),4,Pharmacy,513,Tablet,500 mg,0,,0,1.44,,1/2/2023,yes,TRUE
SULFOLYSER 1 X 5000ML (NA | SULFOLYSER 1 X 5000ML) (1078 | SULFOLYSER 1 X 5000ML (NA | SULFOLYSER 1 X 5000ML)),1078,SULFOLYSER 1 X 5000ML (NA | SULFOLYSER 1 X 5000ML),11,Non-Consumables,1078,,,0,,0,,,,no,TRUE
SURE STATUS COVID TEST KIT ANTIGEN (NA | NA) (1322 | SURE STATUS COVID TEST KIT ANTIGEN (NA | NA)),1322,SURE STATUS COVID TEST KIT ANTIGEN (NA | NA),11,Non-Consumables,1322,,,0,,0,,,,no,TRUE
SURGICAL BLADE 11 (NA | NA) (1195 | SURGICAL BLADE 11 (NA | NA)),1195,SURGICAL BLADE 11 (NA | NA),9,Non-Drug Consumables,1195,,,0,,0,,,,no,TRUE
SURGICAL BLADE 15 (NA | NA) (1211 | SURGICAL BLADE 15 (NA | NA)),1211,SURGICAL BLADE 15 (NA | NA),9,Non-Drug Consumables,1211,,,0,,0,,,,no,TRUE
SURGICAL BLADE 21 (NA | SURGICAL BLADE 21) (1079 | SURGICAL BLADE 21 (NA | SURGICAL BLADE 21)),1079,SURGICAL BLADE 21 (NA | SURGICAL BLADE 21),11,Non-Consumables,1079,,,0,,0,,,,no,TRUE
SURGICAL BLADE 22 (NA | SURGICAL BLADE 22) (637 | SURGICAL BLADE 22 (NA | SURGICAL BLADE 22)),637,SURGICAL BLADE 22 (NA | SURGICAL BLADE 22),5,Consumables,637,,,0.1,,0,,,,no,TRUE
SURGICAL BLADE 23 (NA | SURGICAL BLADE 23) (638 | SURGICAL BLADE 23 (NA | SURGICAL BLADE 23)),638,SURGICAL BLADE 23 (NA | SURGICAL BLADE 23),5,Consumables,638,,,0.1,,0,,,,no,TRUE
SURGICAL BLADE 24 (NA | NA) (1213 | SURGICAL BLADE 24 (NA | NA)),1213,SURGICAL BLADE 24 (NA | NA),9,Non-Drug Consumables,1213,,,0,,0,,,,no,TRUE
SURGICAL GLOVES 6.5 (NA | SURGICAL GLOVES 6.5) (831 | SURGICAL GLOVES 6.5 (NA | SURGICAL GLOVES 6.5)),831,SURGICAL GLOVES 6.5 (NA | SURGICAL GLOVES 6.5),9,Non-Drug Consumables,831,,,0,,0,,,,no,TRUE
SURGICAL GLOVES 7 (NA | SURGICAL GLOVES 7) (832 | SURGICAL GLOVES 7 (NA | SURGICAL GLOVES 7)),832,SURGICAL GLOVES 7 (NA | SURGICAL GLOVES 7),9,Non-Drug Consumables,832,,,0,,0,,,,no,TRUE
SURGICAL GLOVES 7.5 (NA | SURGICAL GLOVES 7.5) (833 | SURGICAL GLOVES 7.5 (NA | SURGICAL GLOVES 7.5)),833,SURGICAL GLOVES 7.5 (NA | SURGICAL GLOVES 7.5),9,Non-Drug Consumables,833,,,0,,0,,,,no,TRUE
SURGICAL GLOVES 8 (NA | SURGICAL GLOVES 8) (834 | SURGICAL GLOVES 8 (NA | SURGICAL GLOVES 8)),834,SURGICAL GLOVES 8 (NA | SURGICAL GLOVES 8),9,Non-Drug Consumables,834,,,0,,0,,,,no,TRUE
SURGICAL LAMP (NA | SURGICAL LAMP) (835 | SURGICAL LAMP (NA | SURGICAL LAMP)),835,SURGICAL LAMP (NA | SURGICAL LAMP),9,Non-Drug Consumables,835,,,0,,0,,,,no,TRUE
Suxamethonium Injection 50mg (M000592 | Suxamethonium Injection 50mg),M000592,Suxamethonium Injection 50mg,4,Pharmacy,592,Injection,500MG,150,,0,,,,no,TRUE
SWAB STICKS (NA | SWAB STICKS) (659 | SWAB STICKS (NA | SWAB STICKS)),659,SWAB STICKS (NA | SWAB STICKS),7,Laboratory Consumables,659,,,0,,0,,,,no,TRUE
SWEEPING BRUSH WITH STICK (NA | SWEEPING BRUSH WITH STICK) (651 | SWEEPING BRUSH WITH STICK (NA | SWEEPING BRUSH WITH STICK)),651,SWEEPING BRUSH WITH STICK (NA | SWEEPING BRUSH WITH STICK),6,Disinfectants,651,,,0,,0,,,,no,TRUE
SWIVEL CHAIR (NA | SWIVEL CHAIR) (1080 | SWIVEL CHAIR (NA | SWIVEL CHAIR)),1080,SWIVEL CHAIR (NA | SWIVEL CHAIR),11,Non-Consumables,1080,,,0,,0,,,,no,TRUE
SYPHILIS STRIPS (NA | NA) (1303 | SYPHILIS STRIPS (NA | NA)),1303,SYPHILIS STRIPS (NA | NA),9,Non-Drug Consumables,1303,,,0,,0,,,,no,TRUE
SYPHILIS UDRL (NA | SYPHILIS UDRL) (660 | SYPHILIS UDRL (NA | SYPHILIS UDRL)),660,SYPHILIS UDRL (NA | SYPHILIS UDRL),7,Laboratory Consumables,660,,,0,,0,,,,no,TRUE
SYRINGE AND NEEDLE 10ML (NA | SYRINGE AND NEEDLE 10ML) (640 | SYRINGE AND NEEDLE 10ML (NA | SYRINGE AND NEEDLE 10ML)),640,SYRINGE AND NEEDLE 10ML (NA | SYRINGE AND NEEDLE 10ML),5,Consumables,640,,,0.1,,0,,,,no,TRUE
SYRINGE AND NEEDLE 2ML (NA | SYRINGE AND NEEDLE 2ML) (836 | SYRINGE AND NEEDLE 2ML (NA | SYRINGE AND NEEDLE 2ML)),836,SYRINGE AND NEEDLE 2ML (NA | SYRINGE AND NEEDLE 2ML),9,Non-Drug Consumables,836,,,0,,0,,,,no,TRUE
SYRINGE AND NEEDLE 5ML (NA | SYRINGE AND NEEDLE 5ML) (837 | SYRINGE AND NEEDLE 5ML (NA | SYRINGE AND NEEDLE 5ML)),837,SYRINGE AND NEEDLE 5ML (NA | SYRINGE AND NEEDLE 5ML),9,Non-Drug Consumables,837,,,0,,0,,,,no,TRUE
SYRINGES 1ML (NA | SYRINGES 1ML) (838 | SYRINGES 1ML (NA | SYRINGES 1ML)),838,SYRINGES 1ML (NA | SYRINGES 1ML),9,Non-Drug Consumables,838,,,0,,0,,,,no,TRUE
SYRINGES 20ML (NA | SYRINGES 20ML) (641 | SYRINGES 20ML (NA | SYRINGES 20ML)),641,SYRINGES 20ML (NA | SYRINGES 20ML),5,Consumables,641,,,0.8,,0,,,,no,TRUE
SYRINGES 60ML (NA | SYRINGES 60ML) (642 | SYRINGES 60ML (NA | SYRINGES 60ML)),642,SYRINGES 60ML (NA | SYRINGES 60ML),5,Consumables,642,,,1,,0,,,,no,TRUE
T ROLL (NA | T ROLL) (943 | T ROLL (NA | T ROLL)),943,T ROLL (NA | T ROLL),10,Stationery,943,,,0,,0,,,,no,TRUE
TABLET  (COMPUTERS) (NA | NA) (1231 | TABLET  (COMPUTERS) (NA | NA)),1231,TABLET  (COMPUTERS) (NA | NA),9,Non-Drug Consumables,1231,,,0,,0,,,,no,TRUE
Tamoxifen  (TAMOXITA1 | Tamoxifen ),TAMOXITA1,Tamoxifen  (TAMOXITA1 | Tamoxifen ),4,Pharmacy,514,Tablet,10 mg,0,,0,4.68,,1/2/2023,yes,TRUE
Tamoxifen (20 mg) (TAMOXITA2 | Tamoxifen),TAMOXITA2,Tamoxifen (20 mg) (TAMOXITA2 | Tamoxifen),4,Pharmacy,515,Tablet,20 mg,0,,0,5.46,,1/2/2023,yes,TRUE
Tamsulosin Capsules 400mcg (M000681 | Tamsulosin Capsules 400mcg),M000681,Tamsulosin Capsules 400mcg,4,Pharmacy,1379,Capsule,400mcg,1.56,,0,,,,no,TRUE
TELEVISION SET VARIOUS (NA | TELEVISION SET VARIOUS) (1081 | TELEVISION SET VARIOUS (NA | TELEVISION SET VARIOUS)),1081,TELEVISION SET VARIOUS (NA | TELEVISION SET VARIOUS),11,Non-Consumables,1081,,,0,,0,,,,no,TRUE
TEMPERATURE CHART (NA | TEMPERATURE CHART) (944 | TEMPERATURE CHART (NA | TEMPERATURE CHART)),944,TEMPERATURE CHART (NA | TEMPERATURE CHART),10,Stationery,944,,,0,,0,,,,no,TRUE
Terazosin   (TERAZOTA1 | Terazosin  ),TERAZOTA1,Terazosin   (TERAZOTA1 | Terazosin  ),4,Pharmacy,517,Tablet,2 mg,0,,0,1.8,,1/2/2023,yes,TRUE
Terazosin (5 mg) (TERAZOTA2 | Terazosin),TERAZOTA2,Terazosin (5 mg) (TERAZOTA2 | Terazosin),4,Pharmacy,518,Tablet,5 mg,0,,0,1.52,,1/2/2023,yes,TRUE
Terbinafine HCl  (TERBINTA1 | Terbinafine HCl ),TERBINTA1,Terbinafine HCl  (TERBINTA1 | Terbinafine HCl ),4,Pharmacy,519,Tablet,250 mg,0,,0,3.52,,1/2/2023,yes,TRUE
Tetracycline  (TETRACCA1 | Tetracycline ),TETRACCA1,Tetracycline  (TETRACCA1 | Tetracycline ),4,Pharmacy,520,Capsule,250 mg,0,,0,0.28,,1/3/2025,yes,TRUE
Tetracycline Eye Ointment 1% (TETRACEO2 | Tetracycline Eye Ointment 1%),TETRACEO2,Tetracycline Eye Ointment 1%,4,Pharmacy,521,Ointment,0.01,10,,3,8.25,,1/3/2025,yes,TRUE
Theophylline (THEOPHTA1 | Theophylline),THEOPHTA1,Theophylline (THEOPHTA1 | Theophylline),4,Pharmacy,522,Tablet,200 mg SR,17,,0,16.5,,1/3/2025,yes,TRUE
THERMAL PAPER (NA | NA) (1107 | THERMAL PAPER (NA | NA)),1107,THERMAL PAPER (NA | NA),9,Non-Drug Consumables,1107,,,0,,0,,,,no,TRUE
Thiamine (50 mg) (THIAMITA1 | Thiamine),THIAMITA1,Thiamine (50 mg) (THIAMITA1 | Thiamine),4,Pharmacy,525,Tablet,50 mg,0,,0,0.66,,1/3/2025,yes,TRUE
Thiamine Injection 100mg  (THIAMIIN1 | Thiamine Injection 100mg ),THIAMIIN1,Thiamine Injection 100mg ,4,Pharmacy,523,Injection,100mg/2mL,0,,0,11,,1/3/2025,yes,TRUE
Thiamine Tablet 100mg (THIAMITA2 | Thiamine Tablet 100mg),THIAMITA2,Thiamine Tablet 100mg,4,Pharmacy,524,Tablet,100 mg,1.4,,0,1.1,,1/3/2025,yes,TRUE
THICKNER (NA | THICKNER) (1082 | THICKNER (NA | THICKNER)),1082,THICKNER (NA | THICKNER),11,Non-Consumables,1082,,,0,,0,,,,no,TRUE
Thiopentone Injection (M000594 | Thiopentone Injection),M000594,Thiopentone Injection,4,Pharmacy,594,Injection,500mg,55,,0,,,,no,TRUE
Tiabendazole  (TIABENTA1 | Tiabendazole ),TIABENTA1,Tiabendazole  (TIABENTA1 | Tiabendazole ),4,Pharmacy,526,Tablet,500 mg,0,,0,1.58,,1/3/2025,yes,TRUE
Timolol Maleate Eye Drops 0.5% (TIMMALID1 | Timolol Maleate Eye Drops 0.5%),TIMMALID1,Timolol Maleate Eye Drops 0.5%,4,Pharmacy,527,Drops,0.005,15,,0,13.2,,1/3/2025,yes,TRUE
Tinidazole  (TINIDACA1 | Tinidazole ),TINIDACA1,Tinidazole  (TINIDACA1 | Tinidazole ),4,Pharmacy,528,Capsule,500 mg,0,,0,28.05,,1/3/2025,yes,TRUE
Tirofiban  (50 micrograms/mL) (TIROFIIN1 | Tirofiban ),TIROFIIN1,Tirofiban  (50 micrograms/mL) (TIROFIIN1 | Tirofiban ),4,Pharmacy,530,Infusion,50 micrograms/mL,0,,0,338,,1/2/2023,yes,TRUE
Tirofiban  (TIROFIIN2 | Tirofiban ),TIROFIIN2,Tirofiban  (TIROFIIN2 | Tirofiban ),4,Pharmacy,529,Infusion,250 micrograms/ml (concentrate),0,,0,468,,1/2/2023,yes,TRUE
TISSUE PAPER VARIOUS (NA | TISSUE PAPER VARIOUS) (643 | TISSUE PAPER VARIOUS (NA | TISSUE PAPER VARIOUS)),643,TISSUE PAPER VARIOUS (NA | TISSUE PAPER VARIOUS),5,Consumables,643,,,10,,0,,,,no,TRUE
Tolbutamide  (TOLBUTTA1 | Tolbutamide ),TOLBUTTA1,Tolbutamide  (TOLBUTTA1 | Tolbutamide ),4,Pharmacy,531,Tablet,500 mg,0,,0,9.65,,1/3/2025,yes,TRUE
TONER 05A (NA | TONER 05A) (945 | TONER 05A (NA | TONER 05A)),945,TONER 05A (NA | TONER 05A),10,Stationery,945,,,0,,0,,,,no,TRUE
TONER 17A (NA | TONER 17A) (946 | TONER 17A (NA | TONER 17A)),946,TONER 17A (NA | TONER 17A),10,Stationery,946,,,0,,0,,,,no,TRUE
TONER 203 MAGENTA (NA | NA) (1251 | TONER 203 MAGENTA (NA | NA)),1251,TONER 203 MAGENTA (NA | NA),10,Stationery,1251,,,0,,0,,,,no,TRUE
TONER 203A BLACK (NA | TONER 203A BLACK) (947 | TONER 203A BLACK (NA | TONER 203A BLACK)),947,TONER 203A BLACK (NA | TONER 203A BLACK),10,Stationery,947,,,0,,0,,,,no,TRUE
TONER 203A BLUE (NA | TONER 203A BLUE) (948 | TONER 203A BLUE (NA | TONER 203A BLUE)),948,TONER 203A BLUE (NA | TONER 203A BLUE),10,Stationery,948,,,0,,0,,,,no,TRUE
TONER 203A RED (NA | TONER 203A RED) (949 | TONER 203A RED (NA | TONER 203A RED)),949,TONER 203A RED (NA | TONER 203A RED),10,Stationery,949,,,0,,0,,,,no,TRUE
TONER 203A YELLOW (NA | TONER 203A YELLOW) (950 | TONER 203A YELLOW (NA | TONER 203A YELLOW)),950,TONER 203A YELLOW (NA | TONER 203A YELLOW),10,Stationery,950,,,0,,0,,,,no,TRUE
TONER 70A (NA | TONER 70A) (951 | TONER 70A (NA | TONER 70A)),951,TONER 70A (NA | TONER 70A),10,Stationery,951,,,0,,0,,,,no,TRUE
TONER 79A (NA | TONER 79A) (952 | TONER 79A (NA | TONER 79A)),952,TONER 79A (NA | TONER 79A),10,Stationery,952,,,0,,0,,,,no,TRUE
TONER 85A (NA | TONER 85A) (953 | TONER 85A (NA | TONER 85A)),953,TONER 85A (NA | TONER 85A),10,Stationery,953,,,0,,0,,,,no,TRUE
Tothema (M000595 | Tothema),M000595,Tothema,4,Pharmacy,595,Solution,10mg,7.9,,0,,,,no,TRUE
TOURNIQUET (NA | TOURNIQUET) (698 | TOURNIQUET (NA | TOURNIQUET)),698,TOURNIQUET (NA | TOURNIQUET),7,Laboratory Consumables,698,,,0,,0,,,,no,TRUE
Tramadol Capsule 50mg (M000596 | Tramadol Capsule 50mg),M000596,Tramadol Capsule 50mg,4,Pharmacy,596,Capsule,50mg,4,,0,,,,no,TRUE
Tramadol Injection 100mg (M000597 | Tramadol Injection 100mg),M000597,Tramadol Injection 100mg,4,Pharmacy,597,Injection,100mg,13,,0,,,,no,TRUE
Tranexamic Acid  (500 mg) (TRAACITA1 | Tranexamic Acid ),TRAACITA1,Tranexamic Acid  (500 mg) (TRAACITA1 | Tranexamic Acid ),4,Pharmacy,534,Tablet,500 mg,0,,0,4.68,,1/3/2025,yes,TRUE
Tranexamic Acid Tablet 250mg (TRAACICA1 | Tranexamic Acid Tablet 250mg),TRAACICA1,Tranexamic Acid Tablet 250mg,4,Pharmacy,532,Capsule,250 mg,4,,0,3.52,,1/3/2025,yes,TRUE
TRANSFUSION CHART (NA | TRANSFUSION CHART) (954 | TRANSFUSION CHART (NA | TRANSFUSION CHART)),954,TRANSFUSION CHART (NA | TRANSFUSION CHART),10,Stationery,954,,,0,,0,,,,no,TRUE
TREATMENT SHEETS (NA | TREATMENT SHEETS) (955 | TREATMENT SHEETS (NA | TREATMENT SHEETS)),955,TREATMENT SHEETS (NA | TREATMENT SHEETS),10,Stationery,955,,,0,,0,,,,no,TRUE
TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2 (NA | TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2) (956 | TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2 (NA | TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2)),956,TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2 (NA | TRIAGE/EMERGENCY UNIT ADMISSION FORM 1 & 2),10,Stationery,956,,,0,,0,,,,no,TRUE
TRIAGE/EMERGENCY UNIT AUDIT TOOL (NA | TRIAGE/EMERGENCY UNIT AUDIT TOOL) (957 | TRIAGE/EMERGENCY UNIT AUDIT TOOL (NA | TRIAGE/EMERGENCY UNIT AUDIT TOOL)),957,TRIAGE/EMERGENCY UNIT AUDIT TOOL (NA | TRIAGE/EMERGENCY UNIT AUDIT TOOL),10,Stationery,957,,,0,,0,,,,no,TRUE
Trihexyphenidyl  (5 mg) (TRIHEXTA2 | Trihexyphenidyl ),TRIHEXTA2,Trihexyphenidyl  (5 mg) (TRIHEXTA2 | Trihexyphenidyl ),4,Pharmacy,536,Tablet,5 mg,0,,0,1.82,,1/3/2025,yes,TRUE
Trihexyphenidyl  (TRIHEXTA1 | Trihexyphenidyl ),TRIHEXTA1,Trihexyphenidyl  (TRIHEXTA1 | Trihexyphenidyl ),4,Pharmacy,535,Tablet,2 mg,0,,0,2.64,,1/3/2025,yes,TRUE
TRIS BUFFER SALT (NA | TRIS BUFFER SALT) (699 | TRIS BUFFER SALT (NA | TRIS BUFFER SALT)),699,TRIS BUFFER SALT (NA | TRIS BUFFER SALT),7,Laboratory Consumables,699,,,0,,0,,,,no,TRUE
Typhoid cassette (NA | NA) (1287 | Typhoid cassette (NA | NA)),1287,Typhoid cassette (NA | NA),7,Laboratory Consumables,1287,,,0,,0,,,,no,TRUE
typhoid test kit (NA | NA) (1308 | typhoid test kit (NA | NA)),1308,typhoid test kit (NA | NA),7,Laboratory Consumables,1308,,,0,,0,,,,no,TRUE
ULTRA SCAN PAPER (NA | ULTRA SCAN PAPER) (839 | ULTRA SCAN PAPER (NA | ULTRA SCAN PAPER)),839,ULTRA SCAN PAPER (NA | ULTRA SCAN PAPER),9,Non-Drug Consumables,839,,,0,,0,,,,no,TRUE
ULTRASOUND GEL (NA | ULTRASOUND GEL) (700 | ULTRASOUND GEL (NA | ULTRASOUND GEL)),700,ULTRASOUND GEL (NA | ULTRASOUND GEL),7,Laboratory Consumables,700,,,0,,0,,,,no,TRUE
ULTRASOUND PAPER TYPE 5 (NA | NA) (1301 | ULTRASOUND PAPER TYPE 5 (NA | NA)),1301,ULTRASOUND PAPER TYPE 5 (NA | NA),9,Non-Drug Consumables,1301,,,0,,0,,,,no,TRUE
ULTRASOUND REPORT OBSTETRICS SHEETS (NA | NA) (1254 | ULTRASOUND REPORT OBSTETRICS SHEETS (NA | NA)),1254,ULTRASOUND REPORT OBSTETRICS SHEETS (NA | NA),10,Stationery,1254,,,0,,0,,,,no,TRUE
UPS BATTERY (NA | UPS BATTERY) (1083 | UPS BATTERY (NA | UPS BATTERY)),1083,UPS BATTERY (NA | UPS BATTERY),11,Non-Consumables,1083,,,0,,0,,,,no,TRUE
UPS-Various (NA | NA) (1239 | UPS-Various (NA | NA)),1239,UPS-Various (NA | NA),9,Non-Drug Consumables,1239,,,0,,0,,,,no,TRUE
URINE BAG (NA | URINE BAG) (644 | URINE BAG (NA | URINE BAG)),644,URINE BAG (NA | URINE BAG),5,Consumables,644,,,5,,0,,,,no,TRUE
URINE CONTAINER (NA | URINE CONTAINER) (661 | URINE CONTAINER (NA | URINE CONTAINER)),661,URINE CONTAINER (NA | URINE CONTAINER),7,Laboratory Consumables,661,,,0,,0,,,,no,TRUE
VACUTAINER NEEDLES (NA | NA) (1353 | VACUTAINER NEEDLES (NA | NA)),1353,VACUTAINER NEEDLES (NA | NA),7,Laboratory Consumables,1353,,,0,,0,,,,no,TRUE
VAGINA SPECULUM (NA | VAGINA SPECULUM) (1085 | VAGINA SPECULUM (NA | VAGINA SPECULUM)),1085,VAGINA SPECULUM (NA | VAGINA SPECULUM),11,Non-Consumables,1085,,,0,,0,,,,no,TRUE
VALUE BOOKS (NA | VALUE BOOKS) (958 | VALUE BOOKS (NA | VALUE BOOKS)),958,VALUE BOOKS (NA | VALUE BOOKS),10,Stationery,958,,,0,,0,,,,no,TRUE
Vecuronium Bromide Injection 10mg (M000598 | Vecuronium Bromide Injection 10mg),M000598,Vecuronium Bromide Injection 10mg,4,Pharmacy,598,Injection,10mg,50,,0,,,,no,TRUE
VEIN FINDER (NA | NA) (1120 | VEIN FINDER (NA | NA)),1120,VEIN FINDER (NA | NA),11,Non-Consumables,1120,,,0,,0,,,,no,TRUE
VENTURI MASK (NA | VENTURI MASK) (1086 | VENTURI MASK (NA | VENTURI MASK)),1086,VENTURI MASK (NA | VENTURI MASK),11,Non-Consumables,1086,,,0,,0,,,,no,TRUE
Verapamil  ( 80 mg) (VERAPATA2 | Verapamil ),VERAPATA2,Verapamil  ( 80 mg) (VERAPATA2 | Verapamil ),4,Pharmacy,538,Tablet,80 mg,0,,0,1,,1/3/2025,yes,TRUE
Verapamil  (VERAPATA1 | Verapamil ),VERAPATA1,Verapamil  (VERAPATA1 | Verapamil ),4,Pharmacy,537,Tablet,40 mg,0,,0,0.44,,1/3/2025,yes,TRUE
VERONICAL BUCKET (NA | VERONICAL BUCKET) (959 | VERONICAL BUCKET (NA | VERONICAL BUCKET)),959,VERONICAL BUCKET (NA | VERONICAL BUCKET),10,Stationery,959,,,0,,0,,,,no,TRUE
VICRYL 1 (NA | VICRYL 1) (841 | VICRYL 1 (NA | VICRYL 1)),841,VICRYL 1 (NA | VICRYL 1),9,Non-Drug Consumables,841,,,0,,0,,,,no,TRUE
VICRYL 2 (NA | VICRYL 2) (645 | VICRYL 2 (NA | VICRYL 2)),645,VICRYL 2 (NA | VICRYL 2),5,Consumables,645,,,55,,0,,,,no,TRUE
VICRYL 2/0 (NA | VICRYL 2/0) (646 | VICRYL 2/0 (NA | VICRYL 2/0)),646,VICRYL 2/0 (NA | VICRYL 2/0),5,Consumables,646,,,55,,0,,,,no,TRUE
VICRYL 3/0 (NA | NA) (1234 | VICRYL 3/0 (NA | NA)),1234,VICRYL 3/0 (NA | NA),9,Non-Drug Consumables,1234,,,0,,0,,,,no,TRUE
VICRYL O (NA | VICRYL O) (648 | VICRYL O (NA | VICRYL O)),648,VICRYL O (NA | VICRYL O),5,Consumables,648,,,55,,0,,,,no,TRUE
VIM (NA | VIM) (960 | VIM (NA | VIM)),960,VIM (NA | VIM),10,Stationery,960,,,0,,0,,,,no,TRUE
Vincristine (2 mg Intravenous) (VINCRIIN2 | Vincristine),VINCRIIN2,Vincristine (2 mg Intravenous) (VINCRIIN2 | Vincristine),4,Pharmacy,540,Injection,2 mg Intravenous,0,,0,19.01,,1/2/2023,yes,TRUE
Vincristine (VINCRIIN1 | Vincristine),VINCRIIN1,Vincristine (VINCRIIN1 | Vincristine),4,Pharmacy,539,Injection,1 mg Intravenous,0,,0,23.76,,1/2/2023,yes,TRUE
Visitect CD4 Advanced Disease Rapid Test(PH) (NA | NA) (1363 | Visitect CD4 Advanced Disease Rapid Test(PH) (NA | NA)),1363,Visitect CD4 Advanced Disease Rapid Test(PH) (NA | NA),7,Laboratory Consumables,1363,,,0,,0,,,,no,TRUE
Vitamin B-Denk Tablet (M000599 | Vitamin B-Denk Tablet),M000599,Vitamin B-Denk Tablet,4,Pharmacy,599,Tablet,,1.5,,0,,,,no,TRUE
WAITING CHAIR SEATER (NA | WAITING CHAIR SEATER) (842 | WAITING CHAIR SEATER (NA | WAITING CHAIR SEATER)),842,WAITING CHAIR SEATER (NA | WAITING CHAIR SEATER),9,Non-Drug Consumables,842,,,0,,0,,,,no,TRUE
WALL CLIP 10MM (NA | NA) (1130 | WALL CLIP 10MM (NA | NA)),1130,WALL CLIP 10MM (NA | NA),11,Non-Consumables,1130,,,0,,0,,,,no,TRUE
